loss,params,iteration,estimators,train_time
2.181368220762667,"{'boosting_type': 'dart', 'colsample_bytree': 0.6934672592177064, 'learning_rate': 0.03149665877010769, 'min_child_samples': 200, 'num_leaves': 36, 'reg_alpha': 0.3740573801522874, 'reg_lambda': 0.6616468353054359, 'subsample_for_bin': 80000, 'subsample': 0.8073881357006174}",84,57,4.533881608978845

2.222834355005666,"{'boosting_type': 'goss', 'colsample_bytree': 0.6614655069296711, 'learning_rate': 0.16103213845197173, 'min_child_samples': 260, 'num_leaves': 78, 'reg_alpha': 0.22305623411505188, 'reg_lambda': 0.8300970816483746, 'subsample_for_bin': 140000, 'subsample': 1.0}",85,6,0.8250887420144863

2.137905017885859,"{'boosting_type': 'dart', 'colsample_bytree': 0.6399805398764947, 'learning_rate': 0.0380584178485771, 'min_child_samples': 205, 'num_leaves': 88, 'reg_alpha': 0.47763990210866264, 'reg_lambda': 0.9027870022492285, 'subsample_for_bin': 120000, 'subsample': 0.9037335290592996}",86,55,4.2739988999965135

2.0756601868194595,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7433623681557366, 'learning_rate': 0.14104939935130922, 'min_child_samples': 290, 'num_leaves': 93, 'reg_alpha': 0.4195459701830811, 'reg_lambda': 0.7905164361721346, 'subsample_for_bin': 40000, 'subsample': 0.8172153937765203}",87,25,2.881833410996478

2.0527682415254276,"{'boosting_type': 'dart', 'colsample_bytree': 0.6309247900314332, 'learning_rate': 0.0655426195289441, 'min_child_samples': 230, 'num_leaves': 62, 'reg_alpha': 0.10189630337248597, 'reg_lambda': 0.6376125484005937, 'subsample_for_bin': 100000, 'subsample': 0.7659825409214671}",88,188,8.079974174004747

2.055616966152443,"{'boosting_type': 'dart', 'colsample_bytree': 0.6086794745169083, 'learning_rate': 0.056280659802477845, 'min_child_samples': 305, 'num_leaves': 32, 'reg_alpha': 0.028160056579977975, 'reg_lambda': 0.7085130722470215, 'subsample_for_bin': 80000, 'subsample': 0.8835219685888326}",89,188,6.10400001500966

2.2376367135723747,"{'boosting_type': 'goss', 'colsample_bytree': 0.7748437917059553, 'learning_rate': 0.08164237133896904, 'min_child_samples': 385, 'num_leaves': 41, 'reg_alpha': 0.31210986517499073, 'reg_lambda': 0.9634196265328717, 'subsample_for_bin': 60000, 'subsample': 1.0}",90,12,0.671268965001218

2.5639164448351552,"{'boosting_type': 'dart', 'colsample_bytree': 0.7230691723738135, 'learning_rate': 0.010325665756969403, 'min_child_samples': 60, 'num_leaves': 58, 'reg_alpha': 0.15651511884978828, 'reg_lambda': 0.4408866769801742, 'subsample_for_bin': 120000, 'subsample': 0.9314964235469743}",91,57,13.72146240400616

2.0572046726247355,"{'boosting_type': 'dart', 'colsample_bytree': 0.6151788051805723, 'learning_rate': 0.13218551196286987, 'min_child_samples': 170, 'num_leaves': 53, 'reg_alpha': 0.282046882182982, 'reg_lambda': 0.5244204183489092, 'subsample_for_bin': 140000, 'subsample': 0.823001542124251}",92,73,5.736034842993831

2.0788930259846294,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7114780830345934, 'learning_rate': 0.043830819905137056, 'min_child_samples': 120, 'num_leaves': 65, 'reg_alpha': 0.4502901475935074, 'reg_lambda': 0.48070700230541563, 'subsample_for_bin': 160000, 'subsample': 0.6885519908961204}",93,90,9.020787313987967

2.0888917643493303,"{'boosting_type': 'dart', 'colsample_bytree': 0.6820442944917648, 'learning_rate': 0.04983600199807147, 'min_child_samples': 95, 'num_leaves': 84, 'reg_alpha': 0.18180756485634048, 'reg_lambda': 0.5726290799610261, 'subsample_for_bin': 20000, 'subsample': 0.8475514573812138}",94,55,8.745974349993048

2.052723073528565,"{'boosting_type': 'dart', 'colsample_bytree': 0.7917510192659422, 'learning_rate': 0.1218841771599939, 'min_child_samples': 330, 'num_leaves': 72, 'reg_alpha': 0.33612604581465827, 'reg_lambda': 0.5957901895354281, 'subsample_for_bin': 100000, 'subsample': 0.9840854530216078}",95,172,6.543823915999383

2.2267324396024564,"{'boosting_type': 'goss', 'colsample_bytree': 0.7002365434127572, 'learning_rate': 0.1087360971061409, 'min_child_samples': 140, 'num_leaves': 98, 'reg_alpha': 0.11785110763654272, 'reg_lambda': 0.9981834806000895, 'subsample_for_bin': 80000, 'subsample': 1.0}",96,9,1.4475526069873013

2.051970479946859,"{'boosting_type': 'dart', 'colsample_bytree': 0.6446531618342806, 'learning_rate': 0.09948414321053194, 'min_child_samples': 255, 'num_leaves': 68, 'reg_alpha': 0.0026526425145508847, 'reg_lambda': 0.3816909058125879, 'subsample_for_bin': 40000, 'subsample': 0.7989904710326388}",97,173,7.183754461002536

2.0520396437686808,"{'boosting_type': 'dart', 'colsample_bytree': 0.7545297787780741, 'learning_rate': 0.0939505109904243, 'min_child_samples': 355, 'num_leaves': 39, 'reg_alpha': 0.3967390497488785, 'reg_lambda': 0.9272396232801878, 'subsample_for_bin': 140000, 'subsample': 0.8632546367715339}",98,174,5.9064904440019745

2.0798429469956665,"{'boosting_type': 'gbdt', 'colsample_bytree': 0.7398557744979104, 'learning_rate': 0.07553676824366183, 'min_child_samples': 370, 'num_leaves': 48, 'reg_alpha': 0.20818698106556427, 'reg_lambda': 0.7441322179712366, 'subsample_for_bin': 20000, 'subsample': 0.584902595630486}",99,55,2.7863169189949986

